"","date","home.team","home.score","away.team","away.score","Temp"
"770","2012-08-20","Zaragoza",0,"Valladolid",1,"T. 2012-2013"
"771","2012-08-25","Betis",1,"Vallecano",2,"T. 2012-2013"
"772","2012-08-25","Espanol",1,"Zaragoza",2,"T. 2012-2013"
"773","2012-08-25","Malaga",1,"Mallorca",1,"T. 2012-2013"
"774","2012-08-25","Sociedad",2,"Celta",1,"T. 2012-2013"
"775","2012-08-26","Getafe",2,"Real Madrid",1,"T. 2012-2013"
"776","2012-08-26","Granada",1,"Sevilla",1,"T. 2012-2013"
"777","2012-08-26","Osasuna",1,"Barcelona",2,"T. 2012-2013"
"778","2012-08-26","Valencia",3,"La Coruna",3,"T. 2012-2013"
"779","2012-08-27","Ath Madrid",4,"Ath Bilbao",0,"T. 2012-2013"
"780","2012-08-27","Valladolid",2,"Levante",0,"T. 2012-2013"
"781","2012-09-01","Celta",2,"Osasuna",0,"T. 2012-2013"
"782","2012-09-01","La Coruna",1,"Getafe",1,"T. 2012-2013"
"783","2012-09-01","Mallorca",1,"Sociedad",0,"T. 2012-2013"
"784","2012-09-01","Zaragoza",0,"Malaga",1,"T. 2012-2013"
"785","2012-09-02","Ath Bilbao",2,"Valladolid",0,"T. 2012-2013"
"786","2012-09-02","Barcelona",1,"Valencia",0,"T. 2012-2013"
"787","2012-09-02","Levante",3,"Espanol",2,"T. 2012-2013"
"788","2012-09-02","Real Madrid",3,"Granada",0,"T. 2012-2013"
"789","2012-09-02","Vallecano",0,"Sevilla",0,"T. 2012-2013"
"790","2012-09-15","Getafe",1,"Barcelona",4,"T. 2012-2013"
"791","2012-09-15","Malaga",3,"Levante",1,"T. 2012-2013"
"792","2012-09-15","Sevilla",1,"Real Madrid",0,"T. 2012-2013"
"793","2012-09-15","Valencia",2,"Celta",1,"T. 2012-2013"
"794","2012-09-16","Ath Madrid",4,"Vallecano",3,"T. 2012-2013"
"795","2012-09-16","Espanol",3,"Ath Bilbao",3,"T. 2012-2013"
"796","2012-09-16","Granada",1,"La Coruna",1,"T. 2012-2013"
"797","2012-09-16","Osasuna",1,"Mallorca",1,"T. 2012-2013"
"798","2012-09-16","Sociedad",2,"Zaragoza",0,"T. 2012-2013"
"799","2012-09-17","Valladolid",0,"Betis",1,"T. 2012-2013"
"800","2012-09-22","Barcelona",2,"Granada",0,"T. 2012-2013"
"801","2012-09-22","Betis",1,"Espanol",0,"T. 2012-2013"
"802","2012-09-22","Celta",2,"Getafe",1,"T. 2012-2013"
"803","2012-09-22","Zaragoza",3,"Osasuna",1,"T. 2012-2013"
"804","2012-09-23","Ath Bilbao",0,"Malaga",0,"T. 2012-2013"
"805","2012-09-23","Ath Madrid",2,"Valladolid",1,"T. 2012-2013"
"806","2012-09-23","Levante",2,"Sociedad",1,"T. 2012-2013"
"807","2012-09-23","Mallorca",2,"Valencia",0,"T. 2012-2013"
"808","2012-09-24","La Coruna",0,"Sevilla",2,"T. 2012-2013"
"809","2012-09-24","Vallecano",0,"Real Madrid",2,"T. 2012-2013"
"810","2012-09-26","Betis",2,"Ath Madrid",4,"T. 2012-2013"
"811","2012-09-29","Malaga",4,"Betis",0,"T. 2012-2013"
"812","2012-09-29","Sevilla",2,"Barcelona",3,"T. 2012-2013"
"813","2012-09-29","Sociedad",2,"Ath Bilbao",0,"T. 2012-2013"
"814","2012-09-29","Valencia",2,"Zaragoza",0,"T. 2012-2013"
"815","2012-09-30","Espanol",0,"Ath Madrid",1,"T. 2012-2013"
"816","2012-09-30","Granada",2,"Celta",1,"T. 2012-2013"
"817","2012-09-30","Osasuna",4,"Levante",0,"T. 2012-2013"
"818","2012-09-30","Real Madrid",5,"La Coruna",1,"T. 2012-2013"
"819","2012-09-30","Valladolid",6,"Vallecano",1,"T. 2012-2013"
"820","2012-10-01","Getafe",1,"Mallorca",0,"T. 2012-2013"
"821","2012-10-05","Celta",2,"Sevilla",0,"T. 2012-2013"
"822","2012-10-06","Betis",2,"Sociedad",0,"T. 2012-2013"
"823","2012-10-06","Valladolid",1,"Espanol",1,"T. 2012-2013"
"824","2012-10-06","Vallecano",2,"La Coruna",1,"T. 2012-2013"
"825","2012-10-06","Zaragoza",0,"Getafe",1,"T. 2012-2013"
"826","2012-10-07","Ath Bilbao",1,"Osasuna",0,"T. 2012-2013"
"827","2012-10-07","Ath Madrid",2,"Malaga",1,"T. 2012-2013"
"828","2012-10-07","Barcelona",2,"Real Madrid",2,"T. 2012-2013"
"829","2012-10-07","Levante",1,"Valencia",0,"T. 2012-2013"
"830","2012-10-07","Mallorca",1,"Granada",2,"T. 2012-2013"
"831","2012-10-20","La Coruna",4,"Barcelona",5,"T. 2012-2013"
"832","2012-10-20","Malaga",2,"Valladolid",1,"T. 2012-2013"
"833","2012-10-20","Real Madrid",2,"Celta",0,"T. 2012-2013"
"834","2012-10-20","Valencia",3,"Ath Bilbao",2,"T. 2012-2013"
"835","2012-10-21","Espanol",3,"Vallecano",2,"T. 2012-2013"
"836","2012-10-21","Getafe",0,"Levante",1,"T. 2012-2013"
"837","2012-10-21","Granada",1,"Zaragoza",2,"T. 2012-2013"
"838","2012-10-21","Osasuna",0,"Betis",0,"T. 2012-2013"
"839","2012-10-21","Sociedad",0,"Ath Madrid",1,"T. 2012-2013"
"840","2012-10-22","Sevilla",3,"Mallorca",2,"T. 2012-2013"
"841","2012-10-27","Betis",1,"Valencia",0,"T. 2012-2013"
"842","2012-10-27","Celta",1,"La Coruna",1,"T. 2012-2013"
"843","2012-10-27","Espanol",0,"Malaga",0,"T. 2012-2013"
"844","2012-10-27","Vallecano",0,"Barcelona",5,"T. 2012-2013"
"845","2012-10-28","Ath Bilbao",1,"Getafe",2,"T. 2012-2013"
"846","2012-10-28","Ath Madrid",3,"Osasuna",1,"T. 2012-2013"
"847","2012-10-28","Levante",3,"Granada",1,"T. 2012-2013"
"848","2012-10-28","Mallorca",0,"Real Madrid",5,"T. 2012-2013"
"849","2012-10-28","Zaragoza",2,"Sevilla",1,"T. 2012-2013"
"850","2012-10-29","Valladolid",2,"Sociedad",2,"T. 2012-2013"
"851","2012-11-03","Barcelona",3,"Celta",1,"T. 2012-2013"
"852","2012-11-03","Malaga",1,"Vallecano",2,"T. 2012-2013"
"853","2012-11-03","Real Madrid",4,"Zaragoza",0,"T. 2012-2013"
"854","2012-11-03","Valencia",2,"Ath Madrid",0,"T. 2012-2013"
"855","2012-11-04","Granada",1,"Ath Bilbao",2,"T. 2012-2013"
"856","2012-11-04","La Coruna",1,"Mallorca",0,"T. 2012-2013"
"857","2012-11-04","Osasuna",0,"Valladolid",1,"T. 2012-2013"
"858","2012-11-04","Sevilla",0,"Levante",0,"T. 2012-2013"
"859","2012-11-04","Sociedad",0,"Espanol",1,"T. 2012-2013"
"860","2012-11-05","Getafe",2,"Betis",4,"T. 2012-2013"
"861","2012-11-09","Betis",1,"Granada",2,"T. 2012-2013"
"862","2012-11-10","Espanol",0,"Osasuna",3,"T. 2012-2013"
"863","2012-11-10","Malaga",1,"Sociedad",2,"T. 2012-2013"
"864","2012-11-10","Vallecano",3,"Celta",2,"T. 2012-2013"
"865","2012-11-10","Zaragoza",5,"La Coruna",3,"T. 2012-2013"
"866","2012-11-11","Ath Bilbao",2,"Sevilla",1,"T. 2012-2013"
"867","2012-11-11","Ath Madrid",2,"Getafe",0,"T. 2012-2013"
"868","2012-11-11","Levante",1,"Real Madrid",2,"T. 2012-2013"
"869","2012-11-11","Mallorca",2,"Barcelona",4,"T. 2012-2013"
"870","2012-11-11","Valladolid",1,"Valencia",1,"T. 2012-2013"
"871","2012-11-17","Barcelona",3,"Zaragoza",1,"T. 2012-2013"
"872","2012-11-17","Osasuna",0,"Malaga",0,"T. 2012-2013"
"873","2012-11-17","Real Madrid",5,"Ath Bilbao",1,"T. 2012-2013"
"874","2012-11-17","Valencia",2,"Espanol",1,"T. 2012-2013"
"875","2012-11-18","Celta",1,"Mallorca",1,"T. 2012-2013"
"876","2012-11-18","Getafe",2,"Valladolid",1,"T. 2012-2013"
"877","2012-11-18","Granada",0,"Ath Madrid",1,"T. 2012-2013"
"878","2012-11-18","La Coruna",0,"Levante",2,"T. 2012-2013"
"879","2012-11-18","Sevilla",5,"Betis",1,"T. 2012-2013"
"880","2012-11-19","Sociedad",4,"Vallecano",0,"T. 2012-2013"
"881","2012-11-23","Sociedad",0,"Osasuna",0,"T. 2012-2013"
"882","2012-11-24","Betis",1,"Real Madrid",0,"T. 2012-2013"
"883","2012-11-24","Malaga",4,"Valencia",0,"T. 2012-2013"
"884","2012-11-24","Valladolid",1,"Granada",0,"T. 2012-2013"
"885","2012-11-24","Vallecano",2,"Mallorca",0,"T. 2012-2013"
"886","2012-11-25","Ath Bilbao",1,"La Coruna",1,"T. 2012-2013"
"887","2012-11-25","Ath Madrid",4,"Sevilla",0,"T. 2012-2013"
"888","2012-11-25","Espanol",0,"Getafe",2,"T. 2012-2013"
"889","2012-11-25","Levante",0,"Barcelona",4,"T. 2012-2013"
"890","2012-11-26","Zaragoza",0,"Celta",1,"T. 2012-2013"
"891","2012-11-30","Osasuna",1,"Vallecano",0,"T. 2012-2013"
"892","2012-12-01","Barcelona",5,"Ath Bilbao",1,"T. 2012-2013"
"893","2012-12-01","Getafe",1,"Malaga",0,"T. 2012-2013"
"894","2012-12-01","Real Madrid",2,"Ath Madrid",0,"T. 2012-2013"
"895","2012-12-01","Valencia",2,"Sociedad",5,"T. 2012-2013"
"896","2012-12-02","Celta",1,"Levante",1,"T. 2012-2013"
"897","2012-12-02","Granada",0,"Espanol",0,"T. 2012-2013"
"898","2012-12-02","La Coruna",2,"Betis",3,"T. 2012-2013"
"899","2012-12-02","Mallorca",1,"Zaragoza",1,"T. 2012-2013"
"900","2012-12-03","Sevilla",1,"Valladolid",2,"T. 2012-2013"
"901","2012-12-07","Espanol",2,"Sevilla",2,"T. 2012-2013"
"902","2012-12-08","Malaga",4,"Granada",0,"T. 2012-2013"
"903","2012-12-08","Osasuna",0,"Valencia",1,"T. 2012-2013"
"904","2012-12-08","Sociedad",1,"Getafe",1,"T. 2012-2013"
"905","2012-12-08","Valladolid",2,"Real Madrid",3,"T. 2012-2013"
"906","2012-12-09","Ath Bilbao",1,"Celta",0,"T. 2012-2013"
"907","2012-12-09","Ath Madrid",6,"La Coruna",0,"T. 2012-2013"
"908","2012-12-09","Betis",1,"Barcelona",2,"T. 2012-2013"
"909","2012-12-09","Levante",4,"Mallorca",0,"T. 2012-2013"
"910","2012-12-10","Vallecano",0,"Zaragoza",2,"T. 2012-2013"
"911","2012-12-15","Getafe",1,"Osasuna",1,"T. 2012-2013"
"912","2012-12-15","Granada",0,"Sociedad",0,"T. 2012-2013"
"913","2012-12-15","Mallorca",0,"Ath Bilbao",1,"T. 2012-2013"
"914","2012-12-15","Sevilla",0,"Malaga",2,"T. 2012-2013"
"915","2012-12-16","Barcelona",4,"Ath Madrid",1,"T. 2012-2013"
"916","2012-12-16","Real Madrid",2,"Espanol",2,"T. 2012-2013"
"917","2012-12-16","Valencia",0,"Vallecano",1,"T. 2012-2013"
"918","2012-12-16","Zaragoza",0,"Levante",1,"T. 2012-2013"
"919","2012-12-17","Celta",0,"Betis",1,"T. 2012-2013"
"920","2012-12-17","La Coruna",0,"Valladolid",0,"T. 2012-2013"
"921","2012-12-20","Espanol",2,"La Coruna",0,"T. 2012-2013"
"922","2012-12-20","Sociedad",2,"Sevilla",1,"T. 2012-2013"
"923","2012-12-20","Vallecano",3,"Levante",0,"T. 2012-2013"
"924","2012-12-21","Ath Madrid",1,"Celta",0,"T. 2012-2013"
"925","2012-12-21","Valencia",4,"Getafe",2,"T. 2012-2013"
"926","2012-12-22","Ath Bilbao",0,"Zaragoza",2,"T. 2012-2013"
"927","2012-12-22","Betis",1,"Mallorca",2,"T. 2012-2013"
"928","2012-12-22","Malaga",3,"Real Madrid",2,"T. 2012-2013"
"929","2012-12-22","Osasuna",1,"Granada",2,"T. 2012-2013"
"930","2012-12-22","Valladolid",1,"Barcelona",3,"T. 2012-2013"
"931","2013-01-04","Zaragoza",1,"Betis",2,"T. 2012-2013"
"932","2013-01-05","Granada",1,"Valencia",2,"T. 2012-2013"
"933","2013-01-05","La Coruna",1,"Malaga",0,"T. 2012-2013"
"934","2013-01-05","Levante",3,"Ath Bilbao",1,"T. 2012-2013"
"935","2013-01-05","Sevilla",1,"Osasuna",0,"T. 2012-2013"
"936","2013-01-06","Barcelona",4,"Espanol",0,"T. 2012-2013"
"937","2013-01-06","Celta",3,"Valladolid",1,"T. 2012-2013"
"938","2013-01-06","Mallorca",1,"Ath Madrid",1,"T. 2012-2013"
"939","2013-01-06","Real Madrid",4,"Sociedad",3,"T. 2012-2013"
"940","2013-01-07","Vallecano",3,"Getafe",1,"T. 2012-2013"
"941","2013-01-11","Ath Bilbao",1,"Vallecano",2,"T. 2012-2013"
"942","2013-01-12","Espanol",1,"Celta",0,"T. 2012-2013"
"943","2013-01-12","Osasuna",0,"Real Madrid",0,"T. 2012-2013"
"944","2013-01-12","Valencia",2,"Sevilla",0,"T. 2012-2013"
"945","2013-01-12","Valladolid",3,"Mallorca",1,"T. 2012-2013"
"946","2013-01-13","Ath Madrid",2,"Zaragoza",0,"T. 2012-2013"
"947","2013-01-13","Betis",2,"Levante",0,"T. 2012-2013"
"948","2013-01-13","Malaga",1,"Barcelona",3,"T. 2012-2013"
"949","2013-01-13","Sociedad",1,"La Coruna",1,"T. 2012-2013"
"950","2013-01-14","Getafe",2,"Granada",2,"T. 2012-2013"
"951","2013-01-18","Espanol",3,"Mallorca",2,"T. 2012-2013"
"952","2013-01-19","Getafe",1,"Sevilla",1,"T. 2012-2013"
"953","2013-01-19","Granada",2,"Vallecano",0,"T. 2012-2013"
"954","2013-01-19","Malaga",1,"Celta",1,"T. 2012-2013"
"955","2013-01-19","Sociedad",3,"Barcelona",2,"T. 2012-2013"
"956","2013-01-20","Ath Madrid",2,"Levante",0,"T. 2012-2013"
"957","2013-01-20","Osasuna",2,"La Coruna",1,"T. 2012-2013"
"958","2013-01-20","Valencia",0,"Real Madrid",5,"T. 2012-2013"
"959","2013-01-20","Valladolid",2,"Zaragoza",0,"T. 2012-2013"
"960","2013-01-21","Betis",1,"Ath Bilbao",1,"T. 2012-2013"
"961","2013-01-26","Celta",1,"Sociedad",1,"T. 2012-2013"
"962","2013-01-26","La Coruna",2,"Valencia",3,"T. 2012-2013"
"963","2013-01-26","Levante",2,"Valladolid",1,"T. 2012-2013"
"964","2013-01-26","Zaragoza",0,"Espanol",0,"T. 2012-2013"
"965","2013-01-27","Ath Bilbao",3,"Ath Madrid",0,"T. 2012-2013"
"966","2013-01-27","Barcelona",5,"Osasuna",1,"T. 2012-2013"
"967","2013-01-27","Mallorca",2,"Malaga",3,"T. 2012-2013"
"968","2013-01-27","Real Madrid",4,"Getafe",0,"T. 2012-2013"
"969","2013-01-27","Vallecano",3,"Betis",0,"T. 2012-2013"
"970","2013-01-28","Sevilla",3,"Granada",0,"T. 2012-2013"
"971","2013-02-01","Valladolid",2,"Ath Bilbao",2,"T. 2012-2013"
"972","2013-02-02","Espanol",3,"Levante",2,"T. 2012-2013"
"973","2013-02-02","Getafe",3,"La Coruna",1,"T. 2012-2013"
"974","2013-02-02","Granada",1,"Real Madrid",0,"T. 2012-2013"
"975","2013-02-02","Osasuna",1,"Celta",0,"T. 2012-2013"
"976","2013-02-03","Ath Madrid",1,"Betis",0,"T. 2012-2013"
"977","2013-02-03","Malaga",1,"Zaragoza",1,"T. 2012-2013"
"978","2013-02-03","Sevilla",2,"Vallecano",1,"T. 2012-2013"
"979","2013-02-03","Sociedad",3,"Mallorca",0,"T. 2012-2013"
"980","2013-02-03","Valencia",1,"Barcelona",1,"T. 2012-2013"
"981","2013-02-09","Celta",0,"Valencia",1,"T. 2012-2013"
"982","2013-02-09","La Coruna",0,"Granada",3,"T. 2012-2013"
"983","2013-02-09","Levante",1,"Malaga",2,"T. 2012-2013"
"984","2013-02-09","Mallorca",1,"Osasuna",1,"T. 2012-2013"
"985","2013-02-09","Real Madrid",4,"Sevilla",1,"T. 2012-2013"
"986","2013-02-10","Ath Bilbao",0,"Espanol",4,"T. 2012-2013"
"987","2013-02-10","Barcelona",6,"Getafe",1,"T. 2012-2013"
"988","2013-02-10","Vallecano",2,"Ath Madrid",1,"T. 2012-2013"
"989","2013-02-10","Zaragoza",1,"Sociedad",2,"T. 2012-2013"
"990","2013-02-11","Betis",0,"Valladolid",0,"T. 2012-2013"
"991","2013-02-15","Sevilla",3,"La Coruna",1,"T. 2012-2013"
"992","2013-02-16","Getafe",3,"Celta",1,"T. 2012-2013"
"993","2013-02-16","Granada",1,"Barcelona",2,"T. 2012-2013"
"994","2013-02-16","Malaga",1,"Ath Bilbao",0,"T. 2012-2013"
"995","2013-02-16","Osasuna",1,"Zaragoza",0,"T. 2012-2013"
"996","2013-02-17","Espanol",1,"Betis",0,"T. 2012-2013"
"997","2013-02-17","Real Madrid",2,"Vallecano",0,"T. 2012-2013"
"998","2013-02-17","Sociedad",1,"Levante",1,"T. 2012-2013"
"999","2013-02-17","Valencia",2,"Mallorca",0,"T. 2012-2013"
"1000","2013-02-17","Valladolid",0,"Ath Madrid",3,"T. 2012-2013"
"1001","2013-02-22","Ath Bilbao",1,"Sociedad",3,"T. 2012-2013"
"1002","2013-02-23","Barcelona",2,"Sevilla",1,"T. 2012-2013"
"1003","2013-02-23","La Coruna",1,"Real Madrid",2,"T. 2012-2013"
"1004","2013-02-23","Mallorca",1,"Getafe",3,"T. 2012-2013"
"1005","2013-02-23","Zaragoza",2,"Valencia",2,"T. 2012-2013"
"1006","2013-02-24","Ath Madrid",1,"Espanol",0,"T. 2012-2013"
"1007","2013-02-24","Betis",3,"Malaga",0,"T. 2012-2013"
"1008","2013-02-24","Celta",2,"Granada",1,"T. 2012-2013"
"1009","2013-02-24","Vallecano",1,"Valladolid",2,"T. 2012-2013"
"1010","2013-02-25","Levante",0,"Osasuna",2,"T. 2012-2013"
"1011","2013-03-01","Getafe",2,"Zaragoza",0,"T. 2012-2013"
"1012","2013-03-02","La Coruna",0,"Vallecano",0,"T. 2012-2013"
"1013","2013-03-02","Osasuna",0,"Ath Bilbao",1,"T. 2012-2013"
"1014","2013-03-02","Real Madrid",2,"Barcelona",1,"T. 2012-2013"
"1015","2013-03-02","Valencia",2,"Levante",2,"T. 2012-2013"
"1016","2013-03-03","Espanol",0,"Valladolid",0,"T. 2012-2013"
"1017","2013-03-03","Granada",1,"Mallorca",2,"T. 2012-2013"
"1018","2013-03-03","Malaga",0,"Ath Madrid",0,"T. 2012-2013"
"1019","2013-03-03","Sociedad",3,"Betis",3,"T. 2012-2013"
"1020","2013-03-04","Sevilla",4,"Celta",1,"T. 2012-2013"
"1021","2013-03-08","Betis",2,"Osasuna",1,"T. 2012-2013"
"1022","2013-03-09","Barcelona",2,"La Coruna",0,"T. 2012-2013"
"1023","2013-03-09","Mallorca",2,"Sevilla",1,"T. 2012-2013"
"1024","2013-03-09","Valladolid",1,"Malaga",1,"T. 2012-2013"
"1025","2013-03-09","Vallecano",2,"Espanol",0,"T. 2012-2013"
"1026","2013-03-10","Ath Bilbao",1,"Valencia",0,"T. 2012-2013"
"1027","2013-03-10","Ath Madrid",0,"Sociedad",1,"T. 2012-2013"
"1028","2013-03-10","Celta",1,"Real Madrid",2,"T. 2012-2013"
"1029","2013-03-10","Levante",0,"Getafe",0,"T. 2012-2013"
"1030","2013-03-11","Zaragoza",0,"Granada",0,"T. 2012-2013"
"1031","2013-03-15","La Coruna",3,"Celta",1,"T. 2012-2013"
"1032","2013-03-16","Getafe",1,"Ath Bilbao",0,"T. 2012-2013"
"1033","2013-03-16","Real Madrid",5,"Mallorca",2,"T. 2012-2013"
"1034","2013-03-16","Sociedad",4,"Valladolid",1,"T. 2012-2013"
"1035","2013-03-16","Valencia",3,"Betis",0,"T. 2012-2013"
"1036","2013-03-17","Barcelona",3,"Vallecano",1,"T. 2012-2013"
"1037","2013-03-17","Granada",1,"Levante",1,"T. 2012-2013"
"1038","2013-03-17","Malaga",0,"Espanol",2,"T. 2012-2013"
"1039","2013-03-17","Osasuna",0,"Ath Madrid",2,"T. 2012-2013"
"1040","2013-03-17","Sevilla",4,"Zaragoza",0,"T. 2012-2013"
"1041","2013-03-30","Celta",2,"Barcelona",2,"T. 2012-2013"
"1042","2013-03-30","Levante",1,"Sevilla",0,"T. 2012-2013"
"1043","2013-03-30","Vallecano",1,"Malaga",3,"T. 2012-2013"
"1044","2013-03-30","Zaragoza",1,"Real Madrid",1,"T. 2012-2013"
"1045","2013-03-31","Ath Madrid",1,"Valencia",1,"T. 2012-2013"
"1046","2013-03-31","Espanol",2,"Sociedad",2,"T. 2012-2013"
"1047","2013-03-31","Mallorca",2,"La Coruna",3,"T. 2012-2013"
"1048","2013-03-31","Valladolid",1,"Osasuna",3,"T. 2012-2013"
"1049","2013-04-01","Ath Bilbao",1,"Granada",0,"T. 2012-2013"
"1050","2013-04-01","Betis",0,"Getafe",0,"T. 2012-2013"
"1051","2013-04-05","Granada",1,"Betis",5,"T. 2012-2013"
"1052","2013-04-06","Barcelona",5,"Mallorca",0,"T. 2012-2013"
"1053","2013-04-06","La Coruna",3,"Zaragoza",2,"T. 2012-2013"
"1054","2013-04-06","Real Madrid",5,"Levante",1,"T. 2012-2013"
"1055","2013-04-06","Sociedad",4,"Malaga",2,"T. 2012-2013"
"1056","2013-04-07","Celta",0,"Vallecano",2,"T. 2012-2013"
"1057","2013-04-07","Getafe",0,"Ath Madrid",0,"T. 2012-2013"
"1058","2013-04-07","Osasuna",0,"Espanol",2,"T. 2012-2013"
"1059","2013-04-07","Valencia",2,"Valladolid",1,"T. 2012-2013"
"1060","2013-04-08","Sevilla",2,"Ath Bilbao",1,"T. 2012-2013"
"1061","2013-04-12","Betis",3,"Sevilla",3,"T. 2012-2013"
"1062","2013-04-13","Espanol",3,"Valencia",3,"T. 2012-2013"
"1063","2013-04-13","Levante",0,"La Coruna",4,"T. 2012-2013"
"1064","2013-04-13","Malaga",1,"Osasuna",0,"T. 2012-2013"
"1065","2013-04-13","Valladolid",2,"Getafe",1,"T. 2012-2013"
"1066","2013-04-14","Ath Bilbao",0,"Real Madrid",3,"T. 2012-2013"
"1067","2013-04-14","Ath Madrid",5,"Granada",0,"T. 2012-2013"
"1068","2013-04-14","Vallecano",0,"Sociedad",2,"T. 2012-2013"
"1069","2013-04-14","Zaragoza",0,"Barcelona",3,"T. 2012-2013"
"1070","2013-04-15","Mallorca",1,"Celta",0,"T. 2012-2013"
"1071","2013-04-19","Mallorca",1,"Vallecano",1,"T. 2012-2013"
"1072","2013-04-20","Barcelona",1,"Levante",0,"T. 2012-2013"
"1073","2013-04-20","Granada",1,"Valladolid",1,"T. 2012-2013"
"1074","2013-04-20","Real Madrid",3,"Betis",1,"T. 2012-2013"
"1075","2013-04-20","Valencia",5,"Malaga",1,"T. 2012-2013"
"1076","2013-04-21","Getafe",0,"Espanol",2,"T. 2012-2013"
"1077","2013-04-21","La Coruna",1,"Ath Bilbao",1,"T. 2012-2013"
"1078","2013-04-21","Osasuna",0,"Sociedad",0,"T. 2012-2013"
"1079","2013-04-21","Sevilla",0,"Ath Madrid",1,"T. 2012-2013"
"1080","2013-04-22","Celta",2,"Zaragoza",1,"T. 2012-2013"
"1081","2013-04-26","Vallecano",2,"Osasuna",2,"T. 2012-2013"
"1082","2013-04-27","Ath Bilbao",2,"Barcelona",2,"T. 2012-2013"
"1083","2013-04-27","Ath Madrid",1,"Real Madrid",2,"T. 2012-2013"
"1084","2013-04-27","Levante",0,"Celta",1,"T. 2012-2013"
"1085","2013-04-27","Zaragoza",3,"Mallorca",2,"T. 2012-2013"
"1086","2013-04-28","Espanol",0,"Granada",1,"T. 2012-2013"
"1087","2013-04-28","Malaga",2,"Getafe",1,"T. 2012-2013"
"1088","2013-04-28","Sociedad",4,"Valencia",2,"T. 2012-2013"
"1089","2013-04-28","Valladolid",1,"Sevilla",1,"T. 2012-2013"
"1090","2013-04-29","Betis",1,"La Coruna",1,"T. 2012-2013"
"1091","2013-05-03","Celta",1,"Ath Bilbao",1,"T. 2012-2013"
"1092","2013-05-04","Granada",1,"Malaga",0,"T. 2012-2013"
"1093","2013-05-04","La Coruna",0,"Ath Madrid",0,"T. 2012-2013"
"1094","2013-05-04","Real Madrid",4,"Valladolid",3,"T. 2012-2013"
"1095","2013-05-04","Valencia",4,"Osasuna",0,"T. 2012-2013"
"1096","2013-05-05","Barcelona",4,"Betis",2,"T. 2012-2013"
"1097","2013-05-05","Mallorca",1,"Levante",1,"T. 2012-2013"
"1098","2013-05-05","Sevilla",3,"Espanol",0,"T. 2012-2013"
"1099","2013-05-05","Zaragoza",3,"Vallecano",0,"T. 2012-2013"
"1100","2013-05-06","Getafe",2,"Sociedad",1,"T. 2012-2013"
"1101","2013-05-08","Celta",1,"Ath Madrid",3,"T. 2012-2013"
"1102","2013-05-08","Real Madrid",6,"Malaga",2,"T. 2012-2013"
"1103","2013-05-10","Levante",0,"Zaragoza",0,"T. 2012-2013"
"1104","2013-05-11","Ath Bilbao",2,"Mallorca",1,"T. 2012-2013"
"1105","2013-05-11","Espanol",1,"Real Madrid",1,"T. 2012-2013"
"1106","2013-05-11","Osasuna",1,"Getafe",0,"T. 2012-2013"
"1107","2013-05-11","Valladolid",1,"La Coruna",0,"T. 2012-2013"
"1108","2013-05-12","Ath Madrid",1,"Barcelona",2,"T. 2012-2013"
"1109","2013-05-12","Betis",1,"Celta",0,"T. 2012-2013"
"1110","2013-05-12","Malaga",0,"Sevilla",0,"T. 2012-2013"
"1111","2013-05-12","Vallecano",0,"Valencia",4,"T. 2012-2013"
"1112","2013-05-13","Sociedad",2,"Granada",2,"T. 2012-2013"
"1113","2013-05-18","Getafe",0,"Valencia",1,"T. 2012-2013"
"1114","2013-05-18","Granada",3,"Osasuna",0,"T. 2012-2013"
"1115","2013-05-18","Sevilla",1,"Sociedad",2,"T. 2012-2013"
"1116","2013-05-19","Barcelona",2,"Valladolid",1,"T. 2012-2013"
"1117","2013-05-19","La Coruna",2,"Espanol",0,"T. 2012-2013"
"1118","2013-05-19","Levante",2,"Vallecano",3,"T. 2012-2013"
"1119","2013-05-19","Zaragoza",1,"Ath Bilbao",2,"T. 2012-2013"
"1120","2013-05-20","Mallorca",1,"Betis",0,"T. 2012-2013"
"1121","2013-05-26","Ath Bilbao",0,"Levante",1,"T. 2012-2013"
"1122","2013-05-26","Ath Madrid",0,"Mallorca",0,"T. 2012-2013"
"1123","2013-05-26","Betis",4,"Zaragoza",0,"T. 2012-2013"
"1124","2013-05-26","Espanol",0,"Barcelona",2,"T. 2012-2013"
"1125","2013-05-26","Getafe",1,"Vallecano",2,"T. 2012-2013"
"1126","2013-05-26","Malaga",3,"La Coruna",1,"T. 2012-2013"
"1127","2013-05-26","Osasuna",2,"Sevilla",1,"T. 2012-2013"
"1128","2013-05-26","Sociedad",3,"Real Madrid",3,"T. 2012-2013"
"1129","2013-05-26","Valencia",1,"Granada",0,"T. 2012-2013"
"1130","2013-05-26","Valladolid",0,"Celta",2,"T. 2012-2013"
"1131","2013-06-01","Barcelona",4,"Malaga",1,"T. 2012-2013"
"1132","2013-06-01","Celta",1,"Espanol",0,"T. 2012-2013"
"1133","2013-06-01","Granada",2,"Getafe",0,"T. 2012-2013"
"1134","2013-06-01","La Coruna",0,"Sociedad",1,"T. 2012-2013"
"1135","2013-06-01","Levante",1,"Betis",1,"T. 2012-2013"
"1136","2013-06-01","Mallorca",4,"Valladolid",2,"T. 2012-2013"
"1137","2013-06-01","Real Madrid",4,"Osasuna",2,"T. 2012-2013"
"1138","2013-06-01","Sevilla",4,"Valencia",3,"T. 2012-2013"
