"","date","home.team","home.score","away.team","away.score","Temp"
"369","2011-05-15","Villarreal",1,"Real Madrid",3,"T. 2010-2011"
"370","2011-05-15","Zaragoza",1,"Espanol",0,"T. 2010-2011"
"371","2011-05-21","Espanol",2,"Sevilla",3,"T. 2010-2011"
"372","2011-05-21","Hercules",0,"Sp Gijon",0,"T. 2010-2011"
"373","2011-05-21","La Coruna",0,"Valencia",2,"T. 2010-2011"
"374","2011-05-21","Levante",1,"Zaragoza",2,"T. 2010-2011"
"375","2011-05-21","Malaga",1,"Barcelona",3,"T. 2010-2011"
"376","2011-05-21","Mallorca",3,"Ath Madrid",4,"T. 2010-2011"
"377","2011-05-21","Osasuna",1,"Villarreal",0,"T. 2010-2011"
"378","2011-05-21","Real Madrid",8,"Almeria",1,"T. 2010-2011"
"379","2011-05-21","Santander",1,"Ath Bilbao",2,"T. 2010-2011"
"380","2011-05-21","Sociedad",1,"Getafe",1,"T. 2010-2011"
"381","2011-08-27","Granada",0,"Betis",1,"T. 2011-2012"
"382","2011-08-27","Sp Gijon",1,"Sociedad",2,"T. 2011-2012"
"383","2011-08-27","Valencia",4,"Santander",3,"T. 2011-2012"
"384","2011-08-28","Ath Bilbao",1,"Vallecano",1,"T. 2011-2012"
"385","2011-08-28","Ath Madrid",0,"Osasuna",0,"T. 2011-2012"
"386","2011-08-28","Getafe",1,"Levante",1,"T. 2011-2012"
"387","2011-08-28","Mallorca",1,"Espanol",0,"T. 2011-2012"
"388","2011-08-28","Sevilla",2,"Malaga",1,"T. 2011-2012"
"389","2011-08-28","Zaragoza",0,"Real Madrid",6,"T. 2011-2012"
"390","2011-08-29","Barcelona",5,"Villarreal",0,"T. 2011-2012"
"391","2011-09-10","Real Madrid",4,"Getafe",2,"T. 2011-2012"
"392","2011-09-10","Sociedad",2,"Barcelona",2,"T. 2011-2012"
"393","2011-09-10","Valencia",1,"Ath Madrid",0,"T. 2011-2012"
"394","2011-09-10","Villarreal",2,"Sevilla",2,"T. 2011-2012"
"395","2011-09-11","Betis",1,"Mallorca",0,"T. 2011-2012"
"396","2011-09-11","Espanol",2,"Ath Bilbao",1,"T. 2011-2012"
"397","2011-09-11","Osasuna",2,"Sp Gijon",1,"T. 2011-2012"
"398","2011-09-11","Santander",0,"Levante",0,"T. 2011-2012"
"399","2011-09-11","Vallecano",0,"Zaragoza",0,"T. 2011-2012"
"400","2011-09-12","Malaga",4,"Granada",0,"T. 2011-2012"
"401","2011-09-17","Barcelona",8,"Osasuna",0,"T. 2011-2012"
"402","2011-09-17","Granada",1,"Villarreal",0,"T. 2011-2012"
"403","2011-09-17","Mallorca",0,"Malaga",1,"T. 2011-2012"
"404","2011-09-17","Sevilla",1,"Sociedad",0,"T. 2011-2012"
"405","2011-09-17","Sp Gijon",0,"Valencia",1,"T. 2011-2012"
"406","2011-09-18","Ath Bilbao",2,"Betis",3,"T. 2011-2012"
"407","2011-09-18","Ath Madrid",4,"Santander",0,"T. 2011-2012"
"408","2011-09-18","Getafe",0,"Vallecano",1,"T. 2011-2012"
"409","2011-09-18","Levante",1,"Real Madrid",0,"T. 2011-2012"
"410","2011-09-18","Zaragoza",2,"Espanol",1,"T. 2011-2012"
"411","2011-09-20","Osasuna",0,"Sevilla",0,"T. 2011-2012"
"412","2011-09-20","Sociedad",1,"Granada",0,"T. 2011-2012"
"413","2011-09-20","Villarreal",2,"Mallorca",0,"T. 2011-2012"
"414","2011-09-21","Ath Madrid",4,"Sp Gijon",0,"T. 2011-2012"
"415","2011-09-21","Malaga",1,"Ath Bilbao",0,"T. 2011-2012"
"416","2011-09-21","Santander",0,"Real Madrid",0,"T. 2011-2012"
"417","2011-09-21","Valencia",2,"Barcelona",2,"T. 2011-2012"
"418","2011-09-21","Vallecano",1,"Levante",2,"T. 2011-2012"
"419","2011-09-22","Betis",4,"Zaragoza",3,"T. 2011-2012"
"420","2011-09-22","Espanol",1,"Getafe",0,"T. 2011-2012"
"421","2011-09-24","Ath Bilbao",1,"Villarreal",1,"T. 2011-2012"
"422","2011-09-24","Barcelona",5,"Ath Madrid",0,"T. 2011-2012"
"423","2011-09-24","Real Madrid",6,"Vallecano",2,"T. 2011-2012"
"424","2011-09-24","Sevilla",1,"Valencia",0,"T. 2011-2012"
"425","2011-09-25","Granada",1,"Osasuna",1,"T. 2011-2012"
"426","2011-09-25","Levante",3,"Espanol",1,"T. 2011-2012"
"427","2011-09-25","Mallorca",2,"Sociedad",1,"T. 2011-2012"
"428","2011-09-25","Sp Gijon",0,"Santander",0,"T. 2011-2012"
"429","2011-09-25","Zaragoza",0,"Malaga",0,"T. 2011-2012"
"430","2011-09-26","Getafe",1,"Betis",0,"T. 2011-2012"
"431","2011-10-01","Malaga",3,"Getafe",2,"T. 2011-2012"
"432","2011-10-01","Osasuna",2,"Mallorca",2,"T. 2011-2012"
"433","2011-10-01","Santander",1,"Vallecano",1,"T. 2011-2012"
"434","2011-10-01","Valencia",1,"Granada",0,"T. 2011-2012"
"435","2011-10-01","Villarreal",2,"Zaragoza",2,"T. 2011-2012"
"436","2011-10-02","Ath Madrid",0,"Sevilla",0,"T. 2011-2012"
"437","2011-10-02","Betis",0,"Levante",1,"T. 2011-2012"
"438","2011-10-02","Espanol",0,"Real Madrid",4,"T. 2011-2012"
"439","2011-10-02","Sociedad",1,"Ath Bilbao",2,"T. 2011-2012"
"440","2011-10-02","Sp Gijon",0,"Barcelona",1,"T. 2011-2012"
"441","2011-10-15","Barcelona",3,"Santander",0,"T. 2011-2012"
"442","2011-10-15","Getafe",0,"Villarreal",0,"T. 2011-2012"
"443","2011-10-15","Granada",0,"Ath Madrid",0,"T. 2011-2012"
"444","2011-10-15","Mallorca",1,"Valencia",1,"T. 2011-2012"
"445","2011-10-15","Real Madrid",4,"Betis",1,"T. 2011-2012"
"446","2011-10-16","Levante",3,"Malaga",0,"T. 2011-2012"
"447","2011-10-16","Sevilla",2,"Sp Gijon",1,"T. 2011-2012"
"448","2011-10-16","Vallecano",0,"Espanol",1,"T. 2011-2012"
"449","2011-10-16","Zaragoza",2,"Sociedad",0,"T. 2011-2012"
"450","2011-10-17","Ath Bilbao",3,"Osasuna",1,"T. 2011-2012"
"451","2011-10-22","Barcelona",0,"Sevilla",0,"T. 2011-2012"
"452","2011-10-22","Malaga",0,"Real Madrid",4,"T. 2011-2012"
"453","2011-10-22","Santander",0,"Espanol",1,"T. 2011-2012"
"454","2011-10-22","Sp Gijon",2,"Granada",0,"T. 2011-2012"
"455","2011-10-23","Ath Madrid",1,"Mallorca",1,"T. 2011-2012"
"456","2011-10-23","Betis",0,"Vallecano",2,"T. 2011-2012"
"457","2011-10-23","Osasuna",3,"Zaragoza",0,"T. 2011-2012"
"458","2011-10-23","Sociedad",0,"Getafe",0,"T. 2011-2012"
"459","2011-10-23","Valencia",1,"Ath Bilbao",1,"T. 2011-2012"
"460","2011-10-23","Villarreal",0,"Levante",3,"T. 2011-2012"
"461","2011-10-25","Granada",0,"Barcelona",1,"T. 2011-2012"
"462","2011-10-25","Sevilla",2,"Santander",2,"T. 2011-2012"
"463","2011-10-26","Getafe",2,"Osasuna",2,"T. 2011-2012"
"464","2011-10-26","Levante",3,"Sociedad",2,"T. 2011-2012"
"465","2011-10-26","Mallorca",1,"Sp Gijon",2,"T. 2011-2012"
"466","2011-10-26","Real Madrid",3,"Villarreal",0,"T. 2011-2012"
"467","2011-10-26","Vallecano",2,"Malaga",0,"T. 2011-2012"
"468","2011-10-26","Zaragoza",0,"Valencia",1,"T. 2011-2012"
"469","2011-10-27","Ath Bilbao",3,"Ath Madrid",0,"T. 2011-2012"
"470","2011-10-27","Espanol",1,"Betis",0,"T. 2011-2012"
"471","2011-10-29","Barcelona",5,"Mallorca",0,"T. 2011-2012"
"472","2011-10-29","Sociedad",0,"Real Madrid",1,"T. 2011-2012"
"473","2011-10-29","Valencia",3,"Getafe",1,"T. 2011-2012"
"474","2011-10-29","Villarreal",2,"Vallecano",0,"T. 2011-2012"
"475","2011-10-30","Ath Madrid",3,"Zaragoza",1,"T. 2011-2012"
"476","2011-10-30","Malaga",2,"Espanol",1,"T. 2011-2012"
"477","2011-10-30","Osasuna",2,"Levante",0,"T. 2011-2012"
"478","2011-10-30","Santander",1,"Betis",0,"T. 2011-2012"
"479","2011-10-30","Sp Gijon",1,"Ath Bilbao",1,"T. 2011-2012"
"480","2011-10-31","Sevilla",1,"Granada",2,"T. 2011-2012"
"481","2011-11-05","Betis",0,"Malaga",0,"T. 2011-2012"
"482","2011-11-05","Levante",0,"Valencia",2,"T. 2011-2012"
"483","2011-11-05","Mallorca",0,"Sevilla",0,"T. 2011-2012"
"484","2011-11-06","Ath Bilbao",2,"Barcelona",2,"T. 2011-2012"
"485","2011-11-06","Espanol",0,"Villarreal",0,"T. 2011-2012"
"486","2011-11-06","Getafe",3,"Ath Madrid",2,"T. 2011-2012"
"487","2011-11-06","Granada",0,"Santander",0,"T. 2011-2012"
"488","2011-11-06","Real Madrid",7,"Osasuna",1,"T. 2011-2012"
"489","2011-11-06","Vallecano",4,"Sociedad",0,"T. 2011-2012"
"490","2011-11-06","Zaragoza",2,"Sp Gijon",2,"T. 2011-2012"
"491","2011-11-19","Barcelona",4,"Zaragoza",0,"T. 2011-2012"
"492","2011-11-19","Valencia",2,"Real Madrid",3,"T. 2011-2012"
"493","2011-11-19","Villarreal",1,"Betis",0,"T. 2011-2012"
"494","2011-11-20","Ath Madrid",3,"Levante",2,"T. 2011-2012"
"495","2011-11-20","Osasuna",0,"Vallecano",0,"T. 2011-2012"
"496","2011-11-20","Sevilla",1,"Ath Bilbao",2,"T. 2011-2012"
"497","2011-11-20","Sociedad",0,"Espanol",0,"T. 2011-2012"
"498","2011-11-20","Sp Gijon",2,"Getafe",1,"T. 2011-2012"
"499","2011-11-21","Santander",1,"Malaga",3,"T. 2011-2012"
"500","2011-11-26","Getafe",1,"Barcelona",0,"T. 2011-2012"
"501","2011-11-26","Real Madrid",4,"Ath Madrid",1,"T. 2011-2012"
"502","2011-11-26","Vallecano",1,"Valencia",2,"T. 2011-2012"
"503","2011-11-27","Ath Bilbao",0,"Granada",1,"T. 2011-2012"
"504","2011-11-27","Betis",2,"Sociedad",3,"T. 2011-2012"
"505","2011-11-27","Espanol",1,"Osasuna",2,"T. 2011-2012"
"506","2011-11-27","Levante",4,"Sp Gijon",0,"T. 2011-2012"
"507","2011-11-27","Mallorca",2,"Santander",1,"T. 2011-2012"
"508","2011-11-27","Zaragoza",0,"Sevilla",1,"T. 2011-2012"
"509","2011-11-28","Malaga",2,"Villarreal",1,"T. 2011-2012"
"510","2011-11-29","Barcelona",4,"Vallecano",0,"T. 2011-2012"
"511","2011-12-03","Barcelona",5,"Levante",0,"T. 2011-2012"
"512","2011-12-03","Santander",1,"Villarreal",0,"T. 2011-2012"
"513","2011-12-03","Sp Gijon",0,"Real Madrid",3,"T. 2011-2012"
"514","2011-12-03","Valencia",2,"Espanol",1,"T. 2011-2012"
"515","2011-12-04","Ath Madrid",3,"Vallecano",1,"T. 2011-2012"
"516","2011-12-04","Granada",1,"Zaragoza",0,"T. 2011-2012"
"517","2011-12-04","Mallorca",1,"Ath Bilbao",1,"T. 2011-2012"
"518","2011-12-04","Osasuna",2,"Betis",1,"T. 2011-2012"
"519","2011-12-04","Sociedad",3,"Malaga",2,"T. 2011-2012"
"520","2011-12-05","Sevilla",3,"Getafe",0,"T. 2011-2012"
"521","2011-12-07","Granada",2,"Mallorca",2,"T. 2011-2012"
"522","2011-12-10","Betis",2,"Valencia",1,"T. 2011-2012"
"523","2011-12-10","Levante",1,"Sevilla",0,"T. 2011-2012"
"524","2011-12-10","Real Madrid",1,"Barcelona",3,"T. 2011-2012"
"525","2011-12-11","Ath Bilbao",1,"Santander",1,"T. 2011-2012"
"526","2011-12-11","Espanol",4,"Ath Madrid",2,"T. 2011-2012"
"527","2011-12-11","Getafe",1,"Granada",0,"T. 2011-2012"
"528","2011-12-11","Malaga",1,"Osasuna",1,"T. 2011-2012"
"529","2011-12-11","Vallecano",1,"Sp Gijon",3,"T. 2011-2012"
"530","2011-12-11","Villarreal",1,"Sociedad",1,"T. 2011-2012"
"531","2011-12-11","Zaragoza",0,"Mallorca",1,"T. 2011-2012"
"532","2011-12-17","Ath Bilbao",2,"Zaragoza",1,"T. 2011-2012"
"533","2011-12-17","Mallorca",1,"Getafe",2,"T. 2011-2012"
"534","2011-12-17","Sevilla",2,"Real Madrid",6,"T. 2011-2012"
"535","2011-12-17","Sp Gijon",1,"Espanol",2,"T. 2011-2012"
"536","2011-12-18","Ath Madrid",0,"Betis",2,"T. 2011-2012"
"537","2011-12-18","Granada",2,"Levante",1,"T. 2011-2012"
"538","2011-12-18","Osasuna",2,"Villarreal",1,"T. 2011-2012"
"539","2011-12-18","Santander",0,"Sociedad",0,"T. 2011-2012"
"540","2011-12-18","Valencia",2,"Malaga",0,"T. 2011-2012"
"541","2012-01-07","Levante",0,"Mallorca",0,"T. 2011-2012"
"542","2012-01-07","Malaga",0,"Ath Madrid",0,"T. 2011-2012"
"543","2012-01-07","Real Madrid",5,"Granada",1,"T. 2011-2012"
"544","2012-01-07","Santander",1,"Zaragoza",0,"T. 2011-2012"
"545","2012-01-07","Sociedad",0,"Osasuna",0,"T. 2011-2012"
"546","2012-01-08","Betis",2,"Sp Gijon",0,"T. 2011-2012"
"547","2012-01-08","Espanol",1,"Barcelona",1,"T. 2011-2012"
"548","2012-01-08","Getafe",0,"Ath Bilbao",0,"T. 2011-2012"
"549","2012-01-08","Vallecano",2,"Sevilla",1,"T. 2011-2012"
"550","2012-01-08","Villarreal",2,"Valencia",2,"T. 2011-2012"
"551","2012-01-14","Granada",1,"Vallecano",2,"T. 2011-2012"
"552","2012-01-14","Mallorca",1,"Real Madrid",2,"T. 2011-2012"
"553","2012-01-14","Sevilla",0,"Espanol",0,"T. 2011-2012"
"554","2012-01-14","Valencia",0,"Sociedad",1,"T. 2011-2012"
"555","2012-01-14","Zaragoza",1,"Getafe",1,"T. 2011-2012"
"556","2012-01-15","Ath Bilbao",3,"Levante",0,"T. 2011-2012"
"557","2012-01-15","Ath Madrid",3,"Villarreal",0,"T. 2011-2012"
"558","2012-01-15","Barcelona",4,"Betis",2,"T. 2011-2012"
"559","2012-01-15","Osasuna",0,"Santander",2,"T. 2011-2012"
"560","2012-01-15","Sp Gijon",2,"Malaga",1,"T. 2011-2012"
"561","2012-01-21","Betis",1,"Sevilla",1,"T. 2011-2012"
"562","2012-01-21","Espanol",3,"Granada",0,"T. 2011-2012"
"563","2012-01-21","Santander",1,"Getafe",2,"T. 2011-2012"
"564","2012-01-21","Sociedad",0,"Ath Madrid",4,"T. 2011-2012"
"565","2012-01-22","Levante",0,"Zaragoza",0,"T. 2011-2012"
"566","2012-01-22","Malaga",1,"Barcelona",4,"T. 2011-2012"
"567","2012-01-22","Osasuna",1,"Valencia",1,"T. 2011-2012"
"568","2012-01-22","Real Madrid",4,"Ath Bilbao",1,"T. 2011-2012"
"569","2012-01-22","Vallecano",0,"Mallorca",1,"T. 2011-2012"
"570","2012-01-23","Villarreal",3,"Sp Gijon",0,"T. 2011-2012"
"571","2012-01-28","Espanol",1,"Mallorca",0,"T. 2011-2012"
"572","2012-01-28","Real Madrid",3,"Zaragoza",1,"T. 2011-2012"
"573","2012-01-28","Vallecano",2,"Ath Bilbao",3,"T. 2011-2012"
"574","2012-01-28","Villarreal",0,"Barcelona",0,"T. 2011-2012"
"575","2012-01-29","Betis",1,"Granada",2,"T. 2011-2012"
"576","2012-01-29","Levante",1,"Getafe",2,"T. 2011-2012"
"577","2012-01-29","Malaga",2,"Sevilla",1,"T. 2011-2012"
"578","2012-01-29","Santander",2,"Valencia",2,"T. 2011-2012"
"579","2012-01-29","Sociedad",5,"Sp Gijon",1,"T. 2011-2012"
"580","2012-01-30","Osasuna",0,"Ath Madrid",1,"T. 2011-2012"
"581","2012-02-04","Ath Bilbao",3,"Espanol",3,"T. 2011-2012"
"582","2012-02-04","Barcelona",2,"Sociedad",1,"T. 2011-2012"
"583","2012-02-04","Getafe",0,"Real Madrid",1,"T. 2011-2012"
"584","2012-02-04","Levante",1,"Santander",1,"T. 2011-2012"
"585","2012-02-04","Mallorca",1,"Betis",0,"T. 2011-2012"
"586","2012-02-05","Ath Madrid",0,"Valencia",0,"T. 2011-2012"
"587","2012-02-05","Sevilla",1,"Villarreal",2,"T. 2011-2012"
"588","2012-02-05","Sp Gijon",1,"Osasuna",1,"T. 2011-2012"
"589","2012-02-05","Zaragoza",1,"Vallecano",2,"T. 2011-2012"
"590","2012-02-06","Granada",2,"Malaga",1,"T. 2011-2012"
"591","2012-02-11","Betis",2,"Ath Bilbao",1,"T. 2011-2012"
"592","2012-02-11","Osasuna",3,"Barcelona",2,"T. 2011-2012"
"593","2012-02-11","Santander",0,"Ath Madrid",0,"T. 2011-2012"
"594","2012-02-12","Espanol",0,"Zaragoza",2,"T. 2011-2012"
"595","2012-02-12","Malaga",3,"Mallorca",1,"T. 2011-2012"
"596","2012-02-12","Real Madrid",4,"Levante",2,"T. 2011-2012"
"597","2012-02-12","Valencia",4,"Sp Gijon",0,"T. 2011-2012"
"598","2012-02-12","Vallecano",2,"Getafe",0,"T. 2011-2012"
"599","2012-02-12","Villarreal",3,"Granada",1,"T. 2011-2012"
"600","2012-02-13","Sociedad",2,"Sevilla",0,"T. 2011-2012"
"601","2012-02-18","Getafe",1,"Espanol",1,"T. 2011-2012"
"602","2012-02-18","Real Madrid",4,"Santander",0,"T. 2011-2012"
"603","2012-02-18","Sevilla",2,"Osasuna",0,"T. 2011-2012"
"604","2012-02-19","Ath Bilbao",3,"Malaga",0,"T. 2011-2012"
"605","2012-02-19","Barcelona",5,"Valencia",1,"T. 2011-2012"
"606","2012-02-19","Granada",4,"Sociedad",1,"T. 2011-2012"
"607","2012-02-19","Levante",3,"Vallecano",5,"T. 2011-2012"
"608","2012-02-19","Mallorca",4,"Villarreal",0,"T. 2011-2012"
"609","2012-02-19","Sp Gijon",1,"Ath Madrid",1,"T. 2011-2012"
"610","2012-02-20","Zaragoza",0,"Betis",2,"T. 2011-2012"
"611","2012-02-25","Betis",1,"Getafe",1,"T. 2011-2012"
"612","2012-02-25","Espanol",1,"Levante",2,"T. 2011-2012"
"613","2012-02-25","Malaga",5,"Zaragoza",1,"T. 2011-2012"
"614","2012-02-25","Santander",1,"Sp Gijon",1,"T. 2011-2012"
"615","2012-02-26","Ath Madrid",1,"Barcelona",2,"T. 2011-2012"
"616","2012-02-26","Osasuna",2,"Granada",1,"T. 2011-2012"
"617","2012-02-26","Sociedad",1,"Mallorca",0,"T. 2011-2012"
"618","2012-02-26","Valencia",1,"Sevilla",2,"T. 2011-2012"
"619","2012-02-26","Vallecano",0,"Real Madrid",1,"T. 2011-2012"
"620","2012-02-26","Villarreal",2,"Ath Bilbao",2,"T. 2011-2012"
"621","2012-03-03","Barcelona",3,"Sp Gijon",1,"T. 2011-2012"
"622","2012-03-03","Getafe",1,"Malaga",3,"T. 2011-2012"
"623","2012-03-03","Mallorca",1,"Osasuna",1,"T. 2011-2012"
"624","2012-03-03","Sevilla",1,"Ath Madrid",1,"T. 2011-2012"
"625","2012-03-03","Vallecano",4,"Santander",2,"T. 2011-2012"
"626","2012-03-04","Ath Bilbao",2,"Sociedad",0,"T. 2011-2012"
"627","2012-03-04","Granada",0,"Valencia",1,"T. 2011-2012"
"628","2012-03-04","Real Madrid",5,"Espanol",0,"T. 2011-2012"
"629","2012-03-04","Zaragoza",2,"Villarreal",1,"T. 2011-2012"
"630","2012-03-05","Levante",3,"Betis",1,"T. 2011-2012"
"631","2012-03-10","Betis",2,"Real Madrid",3,"T. 2011-2012"
"632","2012-03-10","Malaga",1,"Levante",0,"T. 2011-2012"
"633","2012-03-10","Sociedad",3,"Zaragoza",0,"T. 2011-2012"
"634","2012-03-10","Sp Gijon",1,"Sevilla",0,"T. 2011-2012"
"635","2012-03-11","Ath Madrid",2,"Granada",0,"T. 2011-2012"
"636","2012-03-11","Espanol",5,"Vallecano",1,"T. 2011-2012"
"637","2012-03-11","Osasuna",2,"Ath Bilbao",1,"T. 2011-2012"
"638","2012-03-11","Santander",0,"Barcelona",2,"T. 2011-2012"
"639","2012-03-11","Valencia",2,"Mallorca",2,"T. 2011-2012"
"640","2012-03-12","Villarreal",1,"Getafe",2,"T. 2011-2012"
"641","2012-03-17","Getafe",1,"Sociedad",0,"T. 2011-2012"
"642","2012-03-17","Granada",2,"Sp Gijon",1,"T. 2011-2012"
"643","2012-03-17","Sevilla",0,"Barcelona",2,"T. 2011-2012"
"644","2012-03-17","Vallecano",3,"Betis",0,"T. 2011-2012"
"645","2012-03-17","Zaragoza",1,"Osasuna",1,"T. 2011-2012"
"646","2012-03-18","Ath Bilbao",0,"Valencia",3,"T. 2011-2012"
"647","2012-03-18","Levante",1,"Villarreal",0,"T. 2011-2012"
"648","2012-03-18","Mallorca",2,"Ath Madrid",1,"T. 2011-2012"
"649","2012-03-18","Real Madrid",1,"Malaga",1,"T. 2011-2012"
"650","2012-03-19","Espanol",3,"Santander",1,"T. 2011-2012"
"651","2012-03-20","Barcelona",5,"Granada",3,"T. 2011-2012"
"652","2012-03-20","Osasuna",0,"Getafe",0,"T. 2011-2012"
"653","2012-03-21","Ath Madrid",2,"Ath Bilbao",1,"T. 2011-2012"
"654","2012-03-21","Sociedad",1,"Levante",3,"T. 2011-2012"
"655","2012-03-21","Sp Gijon",2,"Mallorca",3,"T. 2011-2012"
"656","2012-03-21","Valencia",1,"Zaragoza",2,"T. 2011-2012"
"657","2012-03-21","Villarreal",1,"Real Madrid",1,"T. 2011-2012"
"658","2012-03-22","Betis",1,"Espanol",1,"T. 2011-2012"
"659","2012-03-22","Malaga",4,"Vallecano",2,"T. 2011-2012"
"660","2012-03-22","Santander",0,"Sevilla",3,"T. 2011-2012"
"661","2012-03-24","Getafe",3,"Valencia",1,"T. 2011-2012"
"662","2012-03-24","Mallorca",0,"Barcelona",2,"T. 2011-2012"
"663","2012-03-24","Real Madrid",5,"Sociedad",1,"T. 2011-2012"
"664","2012-03-25","Ath Bilbao",1,"Sp Gijon",1,"T. 2011-2012"
"665","2012-03-25","Betis",1,"Santander",1,"T. 2011-2012"
"666","2012-03-25","Espanol",1,"Malaga",2,"T. 2011-2012"
"667","2012-03-25","Levante",0,"Osasuna",2,"T. 2011-2012"
"668","2012-03-25","Vallecano",0,"Villarreal",2,"T. 2011-2012"
"669","2012-03-25","Zaragoza",1,"Ath Madrid",0,"T. 2011-2012"
"670","2012-03-26","Granada",0,"Sevilla",3,"T. 2011-2012"
"671","2012-03-31","Barcelona",2,"Ath Bilbao",0,"T. 2011-2012"
"672","2012-03-31","Malaga",0,"Betis",2,"T. 2011-2012"
"673","2012-03-31","Osasuna",1,"Real Madrid",5,"T. 2011-2012"
"674","2012-03-31","Santander",0,"Granada",1,"T. 2011-2012"
"675","2012-03-31","Sp Gijon",1,"Zaragoza",2,"T. 2011-2012"
"676","2012-04-01","Ath Madrid",3,"Getafe",0,"T. 2011-2012"
"677","2012-04-01","Sociedad",4,"Vallecano",0,"T. 2011-2012"
"678","2012-04-01","Valencia",1,"Levante",1,"T. 2011-2012"
"679","2012-04-01","Villarreal",0,"Espanol",0,"T. 2011-2012"
"680","2012-04-02","Sevilla",3,"Mallorca",1,"T. 2011-2012"
"681","2012-04-07","Betis",3,"Villarreal",1,"T. 2011-2012"
"682","2012-04-07","Espanol",2,"Sociedad",2,"T. 2011-2012"
"683","2012-04-07","Getafe",2,"Sp Gijon",0,"T. 2011-2012"
"684","2012-04-07","Vallecano",6,"Osasuna",0,"T. 2011-2012"
"685","2012-04-07","Zaragoza",1,"Barcelona",4,"T. 2011-2012"
"686","2012-04-08","Ath Bilbao",1,"Sevilla",0,"T. 2011-2012"
"687","2012-04-08","Levante",2,"Ath Madrid",0,"T. 2011-2012"
"688","2012-04-08","Mallorca",0,"Granada",0,"T. 2011-2012"
"689","2012-04-08","Real Madrid",0,"Valencia",0,"T. 2011-2012"
"690","2012-04-09","Malaga",3,"Santander",0,"T. 2011-2012"
"691","2012-04-10","Barcelona",4,"Getafe",0,"T. 2011-2012"
"692","2012-04-10","Osasuna",2,"Espanol",0,"T. 2011-2012"
"693","2012-04-10","Sociedad",1,"Betis",1,"T. 2011-2012"
"694","2012-04-11","Ath Madrid",1,"Real Madrid",4,"T. 2011-2012"
"695","2012-04-11","Granada",2,"Ath Bilbao",2,"T. 2011-2012"
"696","2012-04-11","Sp Gijon",3,"Levante",2,"T. 2011-2012"
"697","2012-04-11","Valencia",4,"Vallecano",1,"T. 2011-2012"
"698","2012-04-12","Santander",0,"Mallorca",3,"T. 2011-2012"
"699","2012-04-12","Sevilla",3,"Zaragoza",0,"T. 2011-2012"
"700","2012-04-12","Villarreal",2,"Malaga",1,"T. 2011-2012"
"701","2012-04-14","Levante",1,"Barcelona",2,"T. 2011-2012"
"702","2012-04-14","Real Madrid",3,"Sp Gijon",1,"T. 2011-2012"
"703","2012-04-15","Ath Bilbao",1,"Mallorca",0,"T. 2011-2012"
"704","2012-04-15","Betis",1,"Osasuna",0,"T. 2011-2012"
"705","2012-04-15","Espanol",4,"Valencia",0,"T. 2011-2012"
"706","2012-04-15","Malaga",1,"Sociedad",1,"T. 2011-2012"
"707","2012-04-15","Vallecano",0,"Ath Madrid",1,"T. 2011-2012"
"708","2012-04-15","Villarreal",1,"Santander",1,"T. 2011-2012"
"709","2012-04-15","Zaragoza",1,"Granada",0,"T. 2011-2012"
"710","2012-04-16","Getafe",5,"Sevilla",1,"T. 2011-2012"
"711","2012-04-21","Barcelona",1,"Real Madrid",2,"T. 2011-2012"
"712","2012-04-21","Mallorca",1,"Zaragoza",0,"T. 2011-2012"
"713","2012-04-21","Sevilla",1,"Levante",1,"T. 2011-2012"
"714","2012-04-21","Sp Gijon",2,"Vallecano",1,"T. 2011-2012"
"715","2012-04-22","Ath Madrid",3,"Espanol",1,"T. 2011-2012"
"716","2012-04-22","Granada",1,"Getafe",0,"T. 2011-2012"
"717","2012-04-22","Santander",0,"Ath Bilbao",1,"T. 2011-2012"
"718","2012-04-22","Sociedad",1,"Villarreal",1,"T. 2011-2012"
"719","2012-04-22","Valencia",4,"Betis",0,"T. 2011-2012"
"720","2012-04-23","Osasuna",1,"Malaga",1,"T. 2011-2012"
"721","2012-04-28","Espanol",0,"Sp Gijon",3,"T. 2011-2012"
"722","2012-04-28","Getafe",1,"Mallorca",3,"T. 2011-2012"
"723","2012-04-28","Levante",3,"Granada",1,"T. 2011-2012"
"724","2012-04-28","Sociedad",3,"Santander",0,"T. 2011-2012"
"725","2012-04-28","Villarreal",1,"Osasuna",1,"T. 2011-2012"
"726","2012-04-29","Betis",2,"Ath Madrid",2,"T. 2011-2012"
"727","2012-04-29","Malaga",1,"Valencia",0,"T. 2011-2012"
"728","2012-04-29","Real Madrid",3,"Sevilla",0,"T. 2011-2012"
"729","2012-04-29","Vallecano",0,"Barcelona",7,"T. 2011-2012"
"730","2012-04-29","Zaragoza",2,"Ath Bilbao",0,"T. 2011-2012"
"731","2012-05-01","Getafe",1,"Santander",1,"T. 2011-2012"
"732","2012-05-01","Granada",2,"Espanol",1,"T. 2011-2012"
"733","2012-05-01","Sp Gijon",2,"Villarreal",3,"T. 2011-2012"
"734","2012-05-02","Ath Bilbao",0,"Real Madrid",3,"T. 2011-2012"
"735","2012-05-02","Ath Madrid",1,"Sociedad",1,"T. 2011-2012"
"736","2012-05-02","Barcelona",4,"Malaga",1,"T. 2011-2012"
"737","2012-05-02","Mallorca",1,"Vallecano",0,"T. 2011-2012"
